utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected
UTT_014364,ELI,1;05.10,EXP,da go pusna li ?,"['da', 'go', 'pusna', 'li', '?']","['da', 'go', 'pusna', 'li', '?']","['da', 'go', 'pusna', 'li']",4,Да го пусна ли ?,"['да', 'го', 'пусна', 'ли']",Да го пусна ли ?,Да го пусна ли ?,Да го пусна ли ?
UTT_021329,SIM,1;06.06,PLA,"mamo, tova e kafe, ne mozhe da si kusvash kafe .","['mamo', ',', 'tova', 'e', 'kafe', ',', 'ne', 'mozhe', 'da', 'si', 'kusvash', 'kafe', '.']","['mamo', ',', 'tova', 'e', 'kafe', ',', 'ne', 'mozhe', 'da', 'si', 'kusvash', 'kafe', '.']","['mamo', 'tova', 'e', 'kafe', 'ne', 'mozhe', 'da', 'si', 'kusvash', 'kafe']",10,"Мамо, това е кафе, не може да си кусваш кафе .","['мамо', 'това', 'е', 'кафе', 'не', 'може', 'да', 'си', 'кусваш', 'кафе']","Мамо , това е кафе , не може да си кусваш кафе .","Мамо , това е кафе , не може да си кусваш кафе .","Мамо , това е кафе , не може да си кусваш кафе ."
UTT_032990,SIM,2;06.02,SIM,ja da vidja dali e mokro tova.,"['ja', 'da', 'vidja', 'dali', 'e', 'mokro', 'tova', '.']","['ja', 'da', 'vidja', 'dali', 'e', 'mokro', 'tova', '.']","['ja', 'da', 'vidja', 'dali', 'e', 'mokro', 'tova']",7,Я да видя дали е мокро това.,"['я', 'да', 'видя', 'дали', 'е', 'мокро', 'това']",Я да видя дали е мокро това .,Я да видя дали е мокро това .,Я да видя дали е мокро това .
UTT_040288,TEF,2;00.09,VEL,izchisti go !,"['izchisti', 'go', '!']","['izchisti', 'go', '!']","['izchisti', 'go']",2,Изчисти го !,"['изчисти', 'го']",Изчисти го !,Изчисти го !,Изчисти го !
UTT_003023,ALE,1;08.22,ALE,djado jakoxxx .,"['djado', 'jakoxxx', '.']","['djado', 'jakoxxx', '.']","['djado', 'jakoxxx']",2,Дядо якоxxx .,"['дядо', 'якоxxx']",Дядо якоxxx .,Дядо якоxxx .,Дядо якоxxx .
UTT_018801,ELI,1;07.13,EXP,"Eli, ne taka .","['Eli', ',', 'ne', 'taka', '.']","['eli', ',', 'ne', 'taka', '.']","['eli', 'ne', 'taka']",3,"Ели, не така .","['ели', 'не', 'така']","Ели , не така .","Ели , не така .","Ели , не така ."
UTT_002641,ALE,1;07.20,VEL,kyde sa se skrili decata ?,"['kyde', 'sa', 'se', 'skrili', 'decata', '?']","['kyde', 'sa', 'se', 'skrili', 'decata', '?']","['kyde', 'sa', 'se', 'skrili', 'decata']",5,Къде са се скрили децата ?,"['къде', 'са', 'се', 'скрили', 'децата']",Къде са се скрили децата ?,Къде са се скрили децата ?,Къде са се скрили децата ?
UTT_004366,ALE,1;10.12,VEL,"ti izplashi li se, mamo ?","['ti', 'izplashi', 'li', 'se', ',', 'mamo', '?']","['ti', 'izplashi', 'li', 'se', ',', 'mamo', '?']","['ti', 'izplashi', 'li', 'se', 'mamo']",5,"Ти изплаши ли се, мамо ?","['ти', 'изплаши', 'ли', 'се', 'мамо']","Ти изплаши ли се , мамо ?","Ти изплаши ли се , мамо ?","Ти изплаши ли се , мамо ?"
UTT_004409,ALE,1;10.12,VEL,zashto mu e kasetofona na Sasheto ?,"['zashto', 'mu', 'e', 'kasetofona', 'na', 'Sasheto', '?']","['zashto', 'mu', 'e', 'kasetofona', 'na', 'sasheto', '?']","['zashto', 'mu', 'e', 'kasetofona', 'na', 'sasheto']",6,Защо му е касетофона на сашето ?,"['защо', 'му', 'е', 'касетофона', 'на', 'сашето']",Защо му е касетофона на сашето ?,Защо му е касетофона на сашето ?,Защо му е касетофона на сашето ?
UTT_012496,ELI,1;02.26,EXP,vizh dani kak jade sirence .,"['vizh', 'dani', 'kak', 'jade', 'sirence', '.']","['vizh', 'dani', 'kak', 'jade', 'sirence', '.']","['vizh', 'dani', 'kak', 'jade', 'sirence']",5,Виж дани как яде сиренце .,"['виж', 'дани', 'как', 'яде', 'сиренце']",Виж дани как яде сиренце .,Виж дани как яде сиренце .,Виж дани как яде сиренце .
UTT_007233,ALE,2;04.09,ALE,da .,"['da', '.']","['da', '.']",['da'],1,Да .,['да'],Да .,Да .,Да .
UTT_016990,ELI,1;06.21,EXP,kato dojde tati shte mu ja pokazhesh .,"['kato', 'dojde', 'tati', 'shte', 'mu', 'ja', 'pokazhesh', '.']","['kato', 'dojde', 'tati', 'shte', 'mu', 'ja', 'pokazhesh', '.']","['kato', 'dojde', 'tati', 'shte', 'mu', 'ja', 'pokazhesh']",7,Като дойде тати ще му я покажеш .,"['като', 'дойде', 'тати', 'ще', 'му', 'я', 'покажеш']",Като дойде тати ще му я покажеш .,Като дойде тати ще му я покажеш .,Като дойде тати ще му я покажеш .
UTT_016899,ELI,1;06.21,EXP,"+, kaka .","['kaka', '.']","['kaka', '.']",['kaka'],1,"+, кака .",['кака'],", кака .",", кака .",", кака ."
UTT_002322,ALE,1;07.20,VEL,"kakvo pravi kucheto, mamo ?","['kakvo', 'pravi', 'kucheto', ',', 'mamo', '?']","['kakvo', 'pravi', 'kucheto', ',', 'mamo', '?']","['kakvo', 'pravi', 'kucheto', 'mamo']",4,"Какво прави кучето, мамо ?","['какво', 'прави', 'кучето', 'мамо']","Какво прави кучето , мамо ?","Какво прави кучето , мамо ?","Какво прави кучето , мамо ?"
UTT_043313,TEF,2;03.24,BAB,onazi vecher ja gushim s djado Val'o i tja da znaesh kakvo napravi .,"['onazi', 'vecher', 'ja', 'gushim', 's', 'djado', ""Val'o"", 'i', 'tja', 'da', 'znaesh', 'kakvo', 'napravi', '.']","['onazi', 'vecher', 'ja', 'gushim', 's', 'djado', ""val'o"", 'i', 'tja', 'da', 'znaesh', 'kakvo', 'napravi', '.']","['onazi', 'vecher', 'ja', 'gushim', 's', 'djado', ""val'o"", 'i', 'tja', 'da', 'znaesh', 'kakvo', 'napravi']",13,Онази вечер я гушим с дядо вал'о и тя да знаеш какво направи .,"['онази', 'вечер', 'я', 'гушим', 'с', 'дядо', 'вал', 'о', 'и', 'тя', 'да', 'знаеш', 'какво', 'направи']",Онази вечер я гушим с дядо вал'о и тя да знаеш какво направи .,Онази вечер я гушим с дядо вал'о и тя да знаеш какво направи .,Онази вечер я гушим с дядо Вальо и тя да знаеш какво направи .
UTT_041811,TEF,2;02.16,VEL,leshnicheto nameri ?,"['leshnicheto', 'nameri', '?']","['leshnicheto', 'nameri', '?']","['leshnicheto', 'nameri']",2,Лешничето намери ?,"['лешничето', 'намери']",Лешничето намери ?,Лешничето намери ?,Лешничето намери ?
UTT_015949,ELI,1;06.17,EXP,ne .,"['ne', '.']","['ne', '.']",['ne'],1,Не .,['не'],Не .,Не .,Не .
UTT_036566,SIM,2;10.09,SIM,az sym po-silna.,"['az', 'sym', 'po-silna', '.']","['az', 'sym', 'po-silna', '.']","['az', 'sym', 'po-silna']",3,Аз съм по-силна.,"['аз', 'съм', 'по-силна']",Аз съм по-силна .,Аз съм по-силна .,Аз съм по-силна .
UTT_034758,SIM,2;07.29,SIM,petyka shte xodim na svatba.,"['petyka', 'shte', 'xodim', 'na', 'svatba', '.']","['petyka', 'shte', 'xodim', 'na', 'svatba', '.']","['petyka', 'shte', 'xodim', 'na', 'svatba']",5,Петъка ще xодим на сватба.,"['петъка', 'ще', 'xодим', 'на', 'сватба']",Петъка ще xодим на сватба .,Петъка ще xодим на сватба .,Петъка ще xодим на сватба .
UTT_014159,ELI,1;05.08,EXP,"Tova sa bilki, mamo .","['Tova', 'sa', 'bilki', ',', 'mamo', '.']","['tova', 'sa', 'bilki', ',', 'mamo', '.']","['tova', 'sa', 'bilki', 'mamo']",4,"Това са билки, мамо .","['това', 'са', 'билки', 'мамо']","Това са билки , мамо .","Това са билки , мамо .","Това са билки , мамо ."
UTT_016873,ELI,1;06.21,EXP,"xajde sega, stavaj shte ti pomogna .","['xajde', 'sega', ',', 'stavaj', 'shte', 'ti', 'pomogna', '.']","['xajde', 'sega', ',', 'stavaj', 'shte', 'ti', 'pomogna', '.']","['xajde', 'sega', 'stavaj', 'shte', 'ti', 'pomogna']",6,"Xайде сега, ставай ще ти помогна .","['xайде', 'сега', 'ставай', 'ще', 'ти', 'помогна']","Xайде сега , ставай ще ти помогна .","Xайде сега , ставай ще ти помогна .","Xайде сега , ставай ще ти помогна ."
UTT_020740,SIM,1;05.16,PLA,chuvash li go ?,"['chuvash', 'li', 'go', '?']","['chuvash', 'li', 'go', '?']","['chuvash', 'li', 'go']",3,Чуваш ли го ?,"['чуваш', 'ли', 'го']",Чуваш ли го ?,Чуваш ли го ?,Чуваш ли го ?
UTT_022214,SIM,1;07.08,SIM,"ljulkata, ljulkata, ljulkata .","['ljulkata', ',', 'ljulkata', ',', 'ljulkata', '.']","['ljulkata', ',', 'ljulkata', ',', 'ljulkata', '.']","['ljulkata', 'ljulkata', 'ljulkata']",3,"Льулката, льулката, льулката .","['льулката', 'льулката', 'льулката']","Льулката , льулката , льулката .","Льулката , льулката , льулката .","Люлката , люлката , люлката ."
UTT_009322,BOG,2;03.00,BOG,gojama [: goljama] !,"['goljama', '!']","['goljama', '!']",['goljama'],1,Гояма [: голяма] !,"['гояма', 'голяма']",Гояма !,голяма !,Голяма !
UTT_002347,ALE,1;07.20,ALE,kotito .,"['kotito', '.']","['kotito', '.']",['kotito'],1,Котито .,['котито'],Котито .,Котито .,Котито .
UTT_013698,ELI,1;03.10,BOR,Ela tuka .,"['Ela', 'tuka', '.']","['ela', 'tuka', '.']","['ela', 'tuka']",2,Ела тука .,"['ела', 'тука']",Ела тука .,Ела тука .,Ела тука .
UTT_043111,TEF,2;03.24,MIM,"ou, nacapa xubavata bluzka !","['ou', ',', 'nacapa', 'xubavata', 'bluzka', '!']","['ou', ',', 'nacapa', 'xubavata', 'bluzka', '!']","['ou', 'nacapa', 'xubavata', 'bluzka']",4,"Оу, нацапа xубавата блузка !","['оу', 'нацапа', 'xубавата', 'блузка']","Оу , нацапа xубавата блузка !","Оу , нацапа xубавата блузка !","Оу , нацапа xубавата блузка !"
UTT_004671,ALE,1;11.14,ALE,api [: xape] cheichkata [: rychichkata] .,"['xape', 'rychichkata', '.']","['xape', 'rychichkata', '.']","['xape', 'rychichkata']",2,Апи [: xапе] чеичката [: ръчичката] .,"['апи', 'xапе', 'чеичката', 'ръчичката']",Апи чеичката .,xапе ръчичката .,Хапе ръчичката .
UTT_014266,ELI,1;05.10,EXP,"kazhi, iskam sok .","['kazhi', ',', 'iskam', 'sok', '.']","['kazhi', ',', 'iskam', 'sok', '.']","['kazhi', 'iskam', 'sok']",3,"Кажи, искам сок .","['кажи', 'искам', 'сок']","Кажи , искам сок .","Кажи , искам сок .","Кажи , искам сок ."
UTT_007153,ALE,2;03.12,ALE,"mama Veli, tatko Mitko i Stefcheto .","['mama', 'Veli', ',', 'tatko', 'Mitko', 'i', 'Stefcheto', '.']","['mama', 'veli', ',', 'tatko', 'mitko', 'i', 'stefcheto', '.']","['mama', 'veli', 'tatko', 'mitko', 'i', 'stefcheto']",6,"Мама вели, татко митко и стефчето .","['мама', 'вели', 'татко', 'митко', 'и', 'стефчето']","Мама вели , татко митко и стефчето .","Мама вели , татко митко и стефчето .","Мама вели , татко митко и стефчето ."
UTT_032133,SIM,2;05.22,PLA,"ne sym te ostavila, mamo.","['ne', 'sym', 'te', 'ostavila', ',', 'mamo', '.']","['ne', 'sym', 'te', 'ostavila', ',', 'mamo', '.']","['ne', 'sym', 'te', 'ostavila', 'mamo']",5,"Не съм те оставила, мамо.","['не', 'съм', 'те', 'оставила', 'мамо']","Не съм те оставила , мамо .","Не съм те оставила , мамо .","Не съм те оставила , мамо ."
UTT_038798,TEF,1;11.25,TEF,Tona [: da/shte otvorja] koladche [: shokoladche] .,"['da/shte', 'otvorja', 'shokoladche', '.']","['da/shte', 'otvorja', 'shokoladche', '.']","['da/shte', 'otvorja', 'shokoladche']",3,Тона [: да/ще отворя] коладче [: шоколадче] .,"['тона', 'да/ще', 'отворя', 'коладче', 'шоколадче']",Тона коладче .,да ще отворя шоколадче ., Отворя шоколадче .
UTT_000112,ALE,1;01.29,VEL,kukurigu .,"['kukurigu', '.']","['kukurigu', '.']",['kukurigu'],1,Кукуригу .,['кукуригу'],Кукуригу .,Кукуригу .,Кукуригу .
UTT_011597,ELI,1;02.08,EXP,a-u !,"['a-u', '!']","['a-u', '!']",['a-u'],1,А-у !,['а-у'],А-у !,А-у !,А-у !
UTT_017451,ELI,1;07.03,ELI,babo .,"['babo', '.']","['babo', '.']",['babo'],1,Бабо .,['бабо'],Бабо .,Бабо .,Бабо .
UTT_037127,SIM,3;00.01,PLA,Kalojancho s kogo govorish?,"['Kalojancho', 's', 'kogo', 'govoris', '?']","['kalojancho', 's', 'kogo', 'govoris', '?']","['kalojancho', 's', 'kogo', 'govoris']",4,Калоянчо с кого говориш?,"['калоянчо', 'с', 'кого', 'говориш']",Калоянчо с кого говориш ?,Калоянчо с кого говориш ?,Калоянчо с кого говориш ?
UTT_025516,SIM,1;09.16,SIM,Kaljancho [: Kalojancho] suchi .,"['Kalojancho', 'suchi', '.']","['kalojancho', 'suchi', '.']","['kalojancho', 'suchi']",2,Калянчо [: калоянчо] сучи .,"['калянчо', 'калоянчо', 'сучи']",Калянчо сучи .,калоянчо сучи .,Калоянчо сучи .
UTT_006449,ALE,2;03.12,ALE,boi ma [: boli me] .,"['boi', 'boli', 'me', '.']","['boi', 'boli', 'me', '.']","['boi', 'boli', 'me']",3,Бои ма [: боли ме] .,"['бои', 'ма', 'боли', 'ме']",Бои ма .,боли ме .,Боли ме .
UTT_034894,SIM,2;08.05,SIM,ikash [: iskash] da go zanesem v drugata staja?,"['iskash', 'da', 'go', 'zanesem', 'v', 'drugata', 'staj', '?']","['iskash', 'da', 'go', 'zanesem', 'v', 'drugata', 'staj', '?']","['iskash', 'da', 'go', 'zanesem', 'v', 'drugata', 'staj']",7,Икаш [: искаш] да го занесем в другата стая?,"['икаш', 'искаш', 'да', 'го', 'занесем', 'в', 'другата', 'стая']",Икаш да го занесем в другата стая ?,искаш да го занесем в другата стая ?,Искаш да го занесем в другата стая ?
UTT_027856,SIM,1;11.04,SIM,a med .,"['a', 'med', '.']","['a', 'med', '.']","['a', 'med']",2,А мед .,"['а', 'мед']",А мед .,А мед .,А мед .
UTT_008958,BOG,2;01.13,IRE,"ne, mamo, nosorog .","['ne', ',', 'mamo', ',', 'nosorog', '.']","['ne', ',', 'mamo', ',', 'nosorog', '.']","['ne', 'mamo', 'nosorog']",3,"Не, мамо, носорог .","['не', 'мамо', 'носорог']","Не , мамо , носорог .","Не , мамо , носорог .","Не , мамо , носорог ."
UTT_022052,SIM,1;07.06,PLA,kak kazvam na baba ?,"['kak', 'kazvam', 'na', 'baba', '?']","['kak', 'kazvam', 'na', 'baba', '?']","['kak', 'kazvam', 'na', 'baba']",4,Как казвам на баба ?,"['как', 'казвам', 'на', 'баба']",Как казвам на баба ?,Как казвам на баба ?,Как казвам на баба ?
UTT_039018,TEF,1;11.25,TEF,chupi .,"['chupi', '.']","['chupi', '.']",['chupi'],1,Чупи .,['чупи'],Чупи .,Чупи .,Чупи .
UTT_005138,ALE,1;11.14,ALE,da .,"['da', '.']","['da', '.']",['da'],1,Да .,['да'],Да .,Да .,Да .
UTT_000070,ALE,1;01.29,ALE,gux-gux .,"['gux-gux', '.']","['gux-gux', '.']",['gux-gux'],1,Гуx-гуx .,['гуx-гуx'],Гуx-гуx .,Гуx-гуx .,Гуx-гуx .
UTT_021220,SIM,1;05.21,PLA,toplo e .,"['toplo', 'e', '.']","['toplo', 'e', '.']","['toplo', 'e']",2,Топло е .,"['топло', 'е']",Топло е .,Топло е .,Топло е .
UTT_006363,ALE,2;03.12,VEL,vyv vodichkata .,"['vyv', 'vodichkata', '.']","['vyv', 'vodichkata', '.']","['vyv', 'vodichkata']",2,Във водичката .,"['във', 'водичката']",Във водичката .,Във водичката .,Във водичката .
UTT_018903,ELI,1;07.22,BOR,vytre li shte gi puskash ?,"['vytre', 'li', 'shte', 'gi', 'puskash', '?']","['vytre', 'li', 'shte', 'gi', 'puskash', '?']","['vytre', 'li', 'shte', 'gi', 'puskash']",5,Вътре ли ще ги пускаш ?,"['вътре', 'ли', 'ще', 'ги', 'пускаш']",Вътре ли ще ги пускаш ?,Вътре ли ще ги пускаш ?,Вътре ли ще ги пускаш ?
UTT_002777,ALE,1;07.20,ALE,na dyuoto [: dyrvoto] .,"['na', 'dyrvoto', '.']","['na', 'dyrvoto', '.']","['na', 'dyrvoto']",2,На дюото [: дървото] .,"['на', 'дюото', 'дървото']",На дюото .,На дървото .,На дървото .
UTT_041657,TEF,2;01.16,VEL,kyde mi e kafeto ?,"['kyde', 'mi', 'e', 'kafeto', '?']","['kyde', 'mi', 'e', 'kafeto', '?']","['kyde', 'mi', 'e', 'kafeto']",4,Къде ми е кафето ?,"['къде', 'ми', 'е', 'кафето']",Къде ми е кафето ?,Къде ми е кафето ?,Къде ми е кафето ?
UTT_030417,SIM,2;02.17,SIM,dvata pampersa.,"['dvata', 'pampersa', '.']","['dvata', 'pampersa', '.']","['dvata', 'pampersa']",2,Двата памперса.,"['двата', 'памперса']",Двата памперса .,Двата памперса .,Двата памперса .
UTT_028645,SIM,2;00.06,PLA,"ne, baba e stanala veche .","['ne', ',', 'baba', 'e', 'stanala', 'veche', '.']","['ne', ',', 'baba', 'e', 'stanala', 'veche', '.']","['ne', 'baba', 'e', 'stanala', 'veche']",5,"Не, баба е станала вече .","['не', 'баба', 'е', 'станала', 'вече']","Не , баба е станала вече .","Не , баба е станала вече .","Не , баба е станала вече ."
UTT_020208,SIM,1;05.02,PLA,"a tuk kakvo ima, mamo, na kartinkata ?","['a', 'tuk', 'kakvo', 'ima', ',', 'mamo', ',', 'na', 'kartinkata', '?']","['a', 'tuk', 'kakvo', 'ima', ',', 'mamo', ',', 'na', 'kartinkata', '?']","['a', 'tuk', 'kakvo', 'ima', 'mamo', 'na', 'kartinkata']",7,"А тук какво има, мамо, на картинката ?","['а', 'тук', 'какво', 'има', 'мамо', 'на', 'картинката']","А тук какво има , мамо , на картинката ?","А тук какво има , мамо , на картинката ?","А тук какво има , мамо , на картинката ?"
UTT_028097,SIM,1;11.08,SIM,"tazi i mama vizhda konja, kravata, kravata, krava .","['tazi', 'i', 'mama', 'vizhda', 'konja', ',', 'kravata', ',', 'kravata', ',', 'krava', '.']","['tazi', 'i', 'mama', 'vizhda', 'konja', ',', 'kravata', ',', 'kravata', ',', 'krava', '.']","['tazi', 'i', 'mama', 'vizhda', 'konja', 'kravata', 'kravata', 'krava']",8,"Тази и мама вижда коня, кравата, кравата, крава .","['тази', 'и', 'мама', 'вижда', 'коня', 'кравата', 'кравата', 'крава']","Тази и мама вижда коня , кравата , кравата , крава .","Тази и мама вижда коня , кравата , кравата , крава .","Тази и мама вижда коня , кравата , кравата , крава ."
UTT_030200,SIM,2;02.15,PLA,iskash li kakao?,"['iskash', 'li', 'kaka', '?']","['iskash', 'li', 'kaka', '?']","['iskash', 'li', 'kaka']",3,Искаш ли какао?,"['искаш', 'ли', 'какао']",Искаш ли какао ?,Искаш ли какао ?,Искаш ли какао ?
UTT_019727,SIM,1;04.19,PLA,"ti nali veche spinka, mamo ?","['ti', 'nali', 'veche', 'spinka', ',', 'mamo', '?']","['ti', 'nali', 'veche', 'spinka', ',', 'mamo', '?']","['ti', 'nali', 'veche', 'spinka', 'mamo']",5,"Ти нали вече спинка, мамо ?","['ти', 'нали', 'вече', 'спинка', 'мамо']","Ти нали вече спинка , мамо ?","Ти нали вече спинка , мамо ?","Ти нали вече спинка , мамо ?"
UTT_038818,TEF,1;11.25,TEF,povjadaj !,"['povjadaj', '!']","['povjadaj', '!']",['povjadaj'],1,Повядай !,['повядай'],Повядай !,Повядай !,Повядай !
UTT_008051,BOG,2;01.09,IRE,dobre .,"['dobre', '.']","['dobre', '.']",['dobre'],1,Добре .,['добре'],Добре .,Добре .,Добре .
UTT_013010,ELI,1;03.02,EXP,"papaj, milichka .","['papaj', ',', 'milichka', '.']","['papaj', ',', 'milichka', '.']","['papaj', 'milichka']",2,"Папай, миличка .","['папай', 'миличка']","Папай , миличка .","Папай , миличка .","Папай , миличка ."
UTT_020034,SIM,1;04.25,SIM,tova e xelikopter .,"['tova', 'e', 'xelikopter', '.']","['tova', 'e', 'xelikopter', '.']","['tova', 'e', 'xelikopter']",3,Това е xеликоптер .,"['това', 'е', 'xеликоптер']",Това е xеликоптер .,Това е xеликоптер .,Това е xеликоптер .
UTT_021898,SIM,1;06.27,SIM,"kacheto [: kracheto], kacheee [: krache] .","['kracheto', ',', 'krache', '.']","['kracheto', ',', 'krache', '.']","['kracheto', 'krache']",2,"Качето [: крачето], качеее [: краче] .","['качето', 'крачето', 'качеее', 'краче']","Качето , качеее .",крачето краче .,"Крачето , краче ."
UTT_027458,SIM,1;10.22,PLA,"dobre, sjadam do teb .","['dobre', ',', 'sjadam', 'do', 'teb', '.']","['dobre', ',', 'sjadam', 'do', 'teb', '.']","['dobre', 'sjadam', 'do', 'teb']",4,"Добре, сядам до теб .","['добре', 'сядам', 'до', 'теб']","Добре , сядам до теб .","Добре , сядам до теб .","Добре , сядам до теб ."
UTT_015581,ELI,1;06.09,EXP,Tova e fenerche .,"['Tova', 'e', 'fenerche', '.']","['tova', 'e', 'fenerche', '.']","['tova', 'e', 'fenerche']",3,Това е фенерче .,"['това', 'е', 'фенерче']",Това е фенерче .,Това е фенерче .,Това е фенерче .
UTT_013828,ELI,1;03.10,EXP,kakvo ?,"['kakvo', '?']","['kakvo', '?']",['kakvo'],1,Какво ?,['какво'],Какво ?,Какво ?,Какво ?
UTT_038747,TEF,1;11.25,BAB,na barche .,"['na', 'barche', '.']","['na', 'barche', '.']","['na', 'barche']",2,На барче .,"['на', 'барче']",На барче .,На барче .,На барче .
UTT_025713,SIM,1;09.17,SIM,"chilata [: ochilata] Moni tidem [: otidem], chilata [: ochilata] .","['ochilata', 'Moni', 'otidem', ',', 'ochilata', '.']","['ochilata', 'moni', 'otidem', ',', 'ochilata', '.']","['ochilata', 'moni', 'otidem', 'ochilata']",4,"Чилата [: очилата] мони тидем [: отидем], чилата [: очилата] .","['чилата', 'очилата', 'мони', 'тидем', 'отидем', 'чилата', 'очилата']","Чилата мони тидем , чилата .",очилата мони отидем очилата .,"Очилата Мони отидем , очилата ."
UTT_016403,ELI,1;06.17,EXP,Tova .,"['Tova', '.']","['tova', '.']",['tova'],1,Това .,['това'],Това .,Това .,Това .
UTT_021307,SIM,1;06.06,KAL,gali ?,"['gali', '?']","['gali', '?']",['gali'],1,Гали ?,['гали'],Гали ?,Гали ?,Гали ?
UTT_015221,ELI,1;06.04,EXP,xajde da gi syberem .,"['xajde', 'da', 'gi', 'syberem', '.']","['xajde', 'da', 'gi', 'syberem', '.']","['xajde', 'da', 'gi', 'syberem']",4,Xайде да ги съберем .,"['xайде', 'да', 'ги', 'съберем']",Xайде да ги съберем .,Xайде да ги съберем .,Xайде да ги съберем .
UTT_000174,ALE,1;01.29,VEL,xajde !,"['xajde', '!']","['xajde', '!']",['xajde'],1,Xайде !,['xайде'],Xайде !,Xайде !,Xайде !
UTT_043481,TEF,2;04.21,BAB,ti mozhesh li da ja sxruskash ?,"['ti', 'mozhesh', 'li', 'da', 'ja', 'sxruskash', '?']","['ti', 'mozhesh', 'li', 'da', 'ja', 'sxruskash', '?']","['ti', 'mozhesh', 'li', 'da', 'ja', 'sxruskash']",6,Ти можеш ли да я сxрускаш ?,"['ти', 'можеш', 'ли', 'да', 'я', 'сxрускаш']",Ти можеш ли да я сxрускаш ?,Ти можеш ли да я сxрускаш ?,Ти можеш ли да я сxрускаш ?
UTT_014799,ELI,1;05.18,EXP,"da, mamo .","['da', ',', 'mamo', '.']","['da', ',', 'mamo', '.']","['da', 'mamo']",2,"Да, мамо .","['да', 'мамо']","Да , мамо .","Да , мамо .","Да , мамо ."
UTT_005073,ALE,1;11.14,VEL,"zashto mu izvadi kracheto, zashto ?","['zashto', 'mu', 'izvadi', 'kracheto', ',', 'zashto', '?']","['zashto', 'mu', 'izvadi', 'kracheto', ',', 'zashto', '?']","['zashto', 'mu', 'izvadi', 'kracheto', 'zashto']",5,"Защо му извади крачето, защо ?","['защо', 'му', 'извади', 'крачето', 'защо']","Защо му извади крачето , защо ?","Защо му извади крачето , защо ?","Защо му извади крачето , защо ?"
UTT_013170,ELI,1;03.02,EXP,kazhi ?,"['kazhi', '?']","['kazhi', '?']",['kazhi'],1,Кажи ?,['кажи'],Кажи ?,Кажи ?,Кажи ?
UTT_009179,BOG,2;02.27,BOG,"+, vyzhe .","['vyzhe', '.']","['vyzhe', '.']",['vyzhe'],1,"+, въже .",['въже'],", въже .",", въже .",", Въже ."
UTT_015124,ELI,1;05.25,EXP,vizh ima topka i shte rita topka .,"['vizh', 'ima', 'topka', 'i', 'shte', 'rita', 'topka', '.']","['vizh', 'ima', 'topka', 'i', 'shte', 'rita', 'topka', '.']","['vizh', 'ima', 'topka', 'i', 'shte', 'rita', 'topka']",7,Виж има топка и ще рита топка .,"['виж', 'има', 'топка', 'и', 'ще', 'рита', 'топка']",Виж има топка и ще рита топка .,Виж има топка и ще рита топка .,Виж има топка и ще рита топка .
UTT_032844,SIM,2;06.00,PLA,mnogo xubavo krygche.,"['mnogo', 'xubavo', 'krygche', '.']","['mnogo', 'xubavo', 'krygche', '.']","['mnogo', 'xubavo', 'krygche']",3,Много xубаво кръгче.,"['много', 'xубаво', 'кръгче']",Много xубаво кръгче .,Много xубаво кръгче .,Много xубаво кръгче .
UTT_006461,ALE,2;03.12,ALE,da ide [: jade] .,"['da', 'jade', '.']","['da', 'jade', '.']","['da', 'jade']",2,Да иде [: яде] .,"['да', 'иде', 'яде']",Да иде .,Да яде .,Да яде .
UTT_037440,TEF,1;08.00,BAB,a chasovnika dade li ti ?,"['a', 'chasovnika', 'dade', 'li', 'ti', '?']","['a', 'chasovnika', 'dade', 'li', 'ti', '?']","['a', 'chasovnika', 'dade', 'li', 'ti']",5,А часовника даде ли ти ?,"['а', 'часовника', 'даде', 'ли', 'ти']",А часовника даде ли ти ?,А часовника даде ли ти ?,А часовника даде ли ти ?
UTT_026036,SIM,1;09.21,SIM,cheloto .,"['cheloto', '.']","['cheloto', '.']",['cheloto'],1,Челото .,['челото'],Челото .,Челото .,Челото .
UTT_003822,ALE,1;09.19,ALE,cheshi .,"['cheshi', '.']","['cheshi', '.']",['cheshi'],1,Чеши .,['чеши'],Чеши .,Чеши .,Чеши .
UTT_005405,ALE,2;00.13,VEL,kakvo ?,"['kakvo', '?']","['kakvo', '?']",['kakvo'],1,Какво ?,['какво'],Какво ?,Какво ?,Какво ?
UTT_024266,SIM,1;08.17,SIM,"licata [: vilicata] Moni, licata [: vilicata] Moni .","['vilicata', 'Moni', ',', 'vilicata', 'Moni', '.']","['vilicata', 'moni', ',', 'vilicata', 'moni', '.']","['vilicata', 'moni', 'vilicata', 'moni']",4,"Лицата [: вилицата] мони, лицата [: вилицата] мони .","['лицата', 'вилицата', 'мони', 'лицата', 'вилицата', 'мони']","Лицата мони , лицата мони .","вилицата мони , вилицата мони .","Вилицата Мони , вилицата Мони ."
